seqnames,start,end,width,strand,readthrough,tss_anti.ind,tss_anti.gene_id,tss_anti.gene_name,gene_body_anti.ind,gene_body_anti.gene_id,gene_body_anti.gene_name,tss.ind,tss.gene_id,tss.gene_name,antisense.ind,antisense.gene_id,antisense.gene_name,anti_unique_id,nearest.tss.dist,antisense.type,noncode_id,lincpedia_id,Fantom_distance,Fantom_ID,Fantom_set,Fantom_biotype,Fantom_type,Fantom_trait,max.cor,cluster,Rutkowski_FoursU_mock_GSM1444171_GSM1444185 ,Rutkowski_FoursU_1hpi_GSM1444172_GSM1444186 ,Rutkowski_FoursU_2hpi_GSM1444173_GSM1444187 ,Rutkowski_FoursU_3hpi_GSM1444174_GSM1444188 ,Rutkowski_FoursU_4hpi_GSM1444175_GSM1444189 ,Rutkowski_FoursU_5hpi_GSM1444176_GSM1444190 ,Rutkowski_FoursU_6hpi_GSM1444177_GSM1444191 ,Rutkowski_FoursU_7hpi_GSM1444178_GSM1444192 ,Rutkowski_FoursU_8hpi_GSM1444179_GSM1444193 ,Rutkowski_RNAseq_mock_GSM1444166_GSM1444180 ,Rutkowski_RNAseq_2hpi_GSM1444167_GSM1444181 ,Rutkowski_RNAseq_4hpi_GSM1444168_GSM1444182 ,Rutkowski_RNAseq_6hpi_GSM1444169_GSM1444183 ,Rutkowski_RNAseq_8hpi_GSM1444170_GSM1444184 ,Breuer_VZV_mock_ERS317032_ERS317034,Breuer_VZV_120hpi_ERS317041_ERS317029,Tirosh_CMV_mock_GSM1712278,Tirosh_CMV_5hpi_GSM1712281,Tirosh_CMV_12hpi_GSM1712282,Tirosh_CMV_24hpi_GSM1712283,Tirosh_CMV_72hpi_GSM1712284,Schlackow_tss.Total.mNET_mock_GSM2357382,Schlackow_tss.TotalsiEX3.mNET_mock_GSM2241322_GSM2357383,Schlackow_tss.TotalsiLuc.mNET_mock_GSM2241321_GSM2357384,WI38-polyA-stranded_0h,WI38-polyA-stranded_4h,WI38-polyA-stranded_9h,WI38-polyA-stranded_15h,RZ-HeLa_EYFP,RZ-HeLa_EYFP-ICP4,polyA-HeLa_wtHeLa-0h,polyA-HeLa_wtHeLa-2h,polyA-HeLa_wtHeLa-4h,polyA-HeLa_wtHeLa-6h,polyA-HeLa_mut56D2-0h,polyA-HeLa_mut56D2-2h,polyA-HeLa_mut56D2-4h,polyA-HeLa_mut56D2-6h,polyA-HeLa_mut59F8-0h,polyA-HeLa_mut59F8-2h,polyA-HeLa_mut59F8-4h,polyA-HeLa_mut59F8-6h
chr19,49371890,49376323,4434,-,FALSE,TRUE,ENSG00000087074,PPP1R15A,TRUE,ENSG00000087074,PPP1R15A,FALSE,None,None,FALSE,None,None,Anti011713,673,Convergent,None,None,18,ENSG00000104804.3,lv3_robust,nonCoding,coding_mRNA,GWAS_DOID_6713_cerebrovascular_disease[3.20E-09],-0.952380952,9,1.655,2.53,1.46,2.635,3.725,4.57,4.54,5.23,5.81,0.915,2.265,3.595,4.94,4.96,7.12,6.475,3.76,2.74,4.03,4.39,1.52,13.24,14.18,14.17,6.195,6.93,5.815,3.67,2.96,3.32,0,0,1.685,0.915,0.795,0,0,1.275,0,0,0,0
chr19,50143459,50145023,1565,-,FALSE,TRUE,ENSG00000126461,SCAF1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011723,-358,Divergent,None,None,1561,ENSG00000126458.3,lv4_stringent,coding,coding_mRNA,__na,-0.428571429,3,1.885,1.88,4.37,5.95,6.15,6.07,5.475,6.285,5.71,0,5.84,5.57,5.175,5.375,1.465,4.58,3.93,5.05,4.29,2.74,0,11.65,12.07,11.54,1.875,2.525,3.755,3.485,5.71,5.29,1.41,1.43,2.36,3.05,1.39,1.4,4.465,4.17,2.215,3.33,4.045,4.745
chr19,50603175,50605375,2201,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011726,26994,None,None,None,34719,CATG00000041304.1,lv2_permissive,nonCoding,NA,NA,NA,10,8.325,8.235,8.65,8.48,8.285,8.805,8.17,9.08,9.33,10.38,10.815,11.25,11.275,12.28,0,0,6.53,6.85,11.32,13.66,12.67,6.83,5.92,0,0,0,0,2.21,16.84,16.22,4.16,5.07,4.625,3.53,5.325,4.8,4.735,4.65,5.99,5.34,4.885,4.795
chr19,50606257,50608438,2182,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011727,30057,None,None,None,31656,CATG00000041304.1,lv2_permissive,nonCoding,NA,NA,NA,10,8.325,8.25,8.66,8.49,8.295,8.815,8.18,9.09,9.34,10.395,10.83,11.265,11.29,12.295,0,0,6.54,6.86,11.33,13.67,12.68,6.83,5.92,0,0,0,0,2.215,16.85,16.24,4.17,5.08,4.64,3.545,5.335,4.81,4.745,4.665,6,5.36,4.9,4.805
chr19,50611489,50613762,2274,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011728,35381,None,None,None,26332,CATG00000041304.1,lv2_permissive,nonCoding,NA,NA,NA,10,8.255,8.36,8.685,8.85,8.09,8.505,8.39,9.385,9.64,7.775,9.09,8.895,8.965,10.07,0,0,0,5.31,7.35,6.83,8.65,6.83,5.92,0,0,0,0,0,7.28,7.66,4.115,4.955,5.405,4.475,5.48,4.56,4.585,4.87,6.14,4.745,4.49,5.36
chr19,50638228,50640633,2406,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011729,-50809,None,None,None,537,CATG00000041304.1,lv2_permissive,nonCoding,NA,NA,NA,10,8.305,8.575,8.735,8.805,8.39,8.8,8.26,9.525,9.785,7.83,9.375,9.17,9.115,10.24,2.455,4.95,3.36,5.99,8.76,8.45,10.05,6.83,5.43,0,2.335,1.19,0,5.345,8.44,8.73,5.72,6.43,5.975,5.73,6.255,5.495,5.87,6.225,6.845,6.005,6.34,6.67
chr19,51399655,51399906,252,-,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000197588,KLKP1,FALSE,None,None,Anti011732,19205,None,None,None,13,ENSG00000197588.5,lv3_robust,nonCoding,pseudogene,GWAS_DOID_10283_prostate_cancer[2.73E-20],NA,3,0,0,0,3.12,3.43,2.59,6.995,7.51,7.525,0,3.585,7.025,7.955,8.315,0,10.815,0,0,6.87,5.18,8.51,0,0,5.31,0,0,3.24,9.56,0,0,5.285,0,6.475,8.54,0,0,7.905,10.185,0,0,6.485,9.36
chr19,52889791,52900969,11179,-,FALSE,TRUE,ENSG00000167555,ZNF528,FALSE,None,None,TRUE,ENSG00000269834,CTD-3018O17.3,FALSE,None,None,Anti011744,-132,Divergent,NONHSAT180554.1,lnc-ZNF83-1,14,ENSG00000269834.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_6713_cerebrovascular_disease[7.60E-09],0.833333333,8,5.575,5.74,5.105,4.475,3.91,2.64,2.78,2.48,2.47,4.035,5.17,3.79,2.885,3.025,6.775,4.975,6.79,4.55,5.73,6.28,6.43,5.27,2.64,0,5.355,4.58,2.725,1.96,0,0.92,0,0.455,0,0,0,0,0,0,0,0,0,0
chr19,54354013,54372338,18326,-,FALSE,TRUE,ENSG00000179820,MYADM,TRUE,ENSG00000179820,MYADM,FALSE,None,None,TRUE,ENSG00000228323,AC008753.6,Anti011754,-321,Divergent,NONHSAT180565.1,lnc-NLRP12-1,22,ENSG00000228323.2,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.547619048,1,4.245,4.3,3.82,3.785,3.93,3.85,3.905,4.65,5.265,3.675,4.595,4.46,4.195,4.885,0.9,3.36,5.36,3.09,2.24,2.42,2.96,9.81,10.435,10.18,0.305,0.535,0.915,0.58,2.1,3.19,1.36,1,0.84,1.11,1.15,1.585,0.68,0.675,0.85,1.26,0.625,0.73
chr19,54693734,54703661,9928,-,FALSE,TRUE,ENSG00000170889,RPS9,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000223660,AC012314.20,Anti011758,-948,Divergent,NONHSAT067877.2,None,931,ENSG00000223660.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,-0.880952381,3,0,1.025,0.78,2.34,2.95,3.85,3.51,4.175,4.92,0.55,1.125,2.745,4.075,4.42,7.325,7.63,1.7,0,0,0.92,0,12.58,12.725,12.7,7.825,7.63,7.055,5.28,2.33,2.33,0,0,0,1.1,0.465,0.48,0.775,1.365,0.78,0,0.795,0
chr19,56028102,56031404,3303,-,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011771,26145,None,NONHSAT068045.2,lnc-SBK2-1,6373,ENSG00000187550.4,lv2_permissive,nonCoding,coding_mRNA,__na,NA,3,0,0,0.985,4.345,4.71,4.17,3.415,3.08,3.635,0,0,3.71,3.2,1.445,1.48,4.08,0,0,0,0,0,0,0,6.29,8.78,8.805,8.14,6.475,0,0,0,0,0,1.49,0,0,0,0,0,0,1.005,1.045
chr19,56113337,56116512,3176,-,FALSE,TRUE,ENSG00000261221,ZNF865,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011772,-258,Divergent,None,None,1030,ENSG00000179943.6,lv3_robust,coding,coding_mRNA,GWAS_DOID_824_periodontitis[4.00E-06],-0.047619048,2,4.255,4.75,5.105,5.755,5.735,5.605,4.68,5.335,5.205,2.625,3.11,4.79,4.76,3.55,7.545,7.305,5.03,5.82,2.83,3.23,1.85,12.61,13.305,13.25,6.125,5.845,4.185,3.015,0,0,2,0,0,0,0,0,1.405,2.815,1.065,0,2.45,1.07
chr19,56135968,56153821,17854,-,FALSE,TRUE,ENSG00000213015,ZNF580,TRUE,ENSG00000171425:ENSG00000173581:ENSG00000213015,ZNF581:CCDC106:ZNF580,FALSE,None,None,FALSE,None,None,Anti011774,357,Convergent,None,None,1730,CATG00000041457.1,lv3_robust,coding,coding_mRNA,__na,-0.357142857,10,3.465,3.655,3.87,4.25,3.77,4.125,3.765,4.575,5.51,1.735,3.7,3.415,2.89,3.175,4.79,5.61,3.88,0.77,2.42,2.31,0.95,12.28,12.33,12.57,3.36,3.75,5.115,4.17,0.64,1.69,0.615,0.855,1.075,1.36,0.66,0.515,0.935,1.32,0.655,0,1.075,1.67
chr19,57064869,57078722,13854,-,FALSE,TRUE,ENSG00000197016,ZNF470,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000269696,AC007228.11,Anti011776,-157,Divergent,NONHSAT180610.1,lnc-ZNF667-2,66,ENSG00000269696.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.976190476,7,4.88,4.77,4.29,3.555,2.785,1.625,1.215,1.605,2.39,4.45,5.03,2.9,1.715,1.88,5.23,5.285,5.98,3.04,3.97,4.38,3.48,5.27,2.64,0,5.445,4.84,3.46,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr19,57718350,57791727,73378,-,FALSE,TRUE,ENSG00000197714,ZNF460,TRUE,ENSG00000197714,ZNF460,FALSE,None,None,TRUE,ENSG00000267871,CTC-444N24.6,Anti011777,-125,Divergent,NONHSAT068215.2,lnc-DUXA-3,54,ENSG00000267871.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.738095238,10,3.5,3.58,3.14,3.085,2.975,3.59,3.805,4.965,5.845,2.92,3.74,3.42,3.53,3.96,5.91,5.675,8.23,7.13,6.97,7,5.98,13.12,14.32,13.58,4.22,4.6,3.965,3.75,2.43,2.42,2,1.255,1.265,1.11,1.66,1.48,1.275,0.67,1.89,1.31,1.315,1.29
chr19,58684005,58695098,11094,-,FALSE,TRUE,ENSG00000171606,ZNF274,TRUE,ENSG00000171606,ZNF274,FALSE,None,None,FALSE,None,None,Anti011793,-189,Divergent,None,None,22,CATG00000041525.1,lv4_stringent,coding,coding_mRNA,__na,0.814385858,4,4.795,5.405,5.08,4.72,3.605,3.845,2.435,3.955,3.72,3.585,4.805,4.165,3.795,3.705,3.355,3.535,5.43,3.33,5.02,5.01,3.32,12.71,13.11,12.76,2.54,2.58,1.665,1.305,0.93,2.2,2.61,2.73,1.675,0.805,2.455,2.265,1.795,1.27,2.905,2.37,2.61,1.87
chr19,58746694,58790283,43590,-,FALSE,TRUE,ENSG00000083842:ENSG00000267216:ENSG00000273439,ZNF8:AC010642.1,TRUE,ENSG00000269545,CTD-3138B18.4,FALSE,None,None,TRUE,ENSG00000268516,CTD-3138B18.5,Anti011794,-33,Divergent,None,None,140,ENSG00000268516.1,lv4_stringent,coding,lncRNA_divergent,GWAS_DOID_1094_attention_deficit_hyperactivity_disorder[8.00E-06],0.857142857,4,5.295,5.4,5.25,5.335,4.745,3.995,3.4,3.58,3.95,4.255,5.19,4.38,3.585,3.24,6.815,6.085,6.12,4.83,4.4,5.25,5.42,12.15,13.84,13.72,5.42,5.12,3.96,3.48,4.31,4.03,3.435,3.685,3.53,3.74,3.165,3.735,3.36,3.35,3.445,3.08,3.615,3.225
chr19,58892428,58898466,6039,-,FALSE,TRUE,ENSG00000083845,RPS5,TRUE,ENSG00000083845,RPS5,TRUE,ENSG00000266640,MIR4754,FALSE,None,None,Anti011796,-164,Divergent,None,None,0,ENSG00000266640.1,lv4_stringent,nonCoding,small_RNA,__na,0.80952381,2,4.755,5.075,5.605,6.285,5.465,5.62,5.04,4.66,4.795,4.005,5.555,6,5.215,4.53,4.24,6,3.98,2.37,1.38,4.43,4.24,13.26,13.88,13.62,4.4,4.395,3.475,2.24,4.6,4.59,1.43,0,2.995,3.055,2,2.265,2.955,1.665,3.1,0,2.89,3.55
chr20,1306079,1347356,41278,+,FALSE,TRUE,ENSG00000125775,SDCBP2,TRUE,ENSG00000125775,SDCBP2,FALSE,None,None,TRUE,ENSG00000229728:ENSG00000234684,RP11-314N13.3:SDCBP2-AS1,Anti011805,271,Convergent,NONHSAT188354.1,lnc-SNPH-2,15,ENSG00000234684.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_EFO_0004574_total_cholesterol_measurement[0.000000029],0.904761905,8,6.485,6.545,6.105,5.655,5.075,4.565,3.68,4.155,3.94,5.54,6.275,5.01,4.36,3.95,4.82,4.225,7.22,4.52,4.47,5.52,4.19,10.18,10.355,10.18,2.325,2.435,1.915,1.605,4.11,3.79,3.53,3.095,2.78,1.74,2.905,2.94,2.26,1.685,3.55,2.51,2.88,2.035
chr20,1373619,1376855,3237,+,FALSE,TRUE,ENSG00000088832,FKBP1A,TRUE,ENSG00000088832,FKBP1A,FALSE,None,None,FALSE,None,None,Anti011806,-12,Divergent,None,None,4772,CATG00000052229.1,lv1_raw,nonCoding,NA,NA,-0.428571429,10,2.715,2.45,3.06,4.56,3.045,3.25,2.995,4.16,4.41,1.1,3.655,4.31,3.89,2.51,7.135,7.62,2.15,3.66,3.32,0,1.83,13.35,14.655,14.01,1,0,2.15,0,2.04,2.03,0.985,0,0,1.085,0.955,0.98,0.99,2.12,2.055,0,1.01,0
chr20,2451115,2459374,8260,+,FALSE,TRUE,ENSG00000125835,SNRPB,TRUE,ENSG00000125835:ENSG00000256566,SNRPB:RP4-734P14.4,FALSE,None,None,FALSE,None,None,Anti011808,262,Convergent,None,None,500,CATG00000052261.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.928571429,6,1.855,0,0.87,4.17,4.395,4.65,4.27,4.975,5.1,0.955,0,3.79,4.045,4.15,6.945,7.005,1.89,0,0,1.05,1,13.27,14.53,13.7,3.01,2.99,2.28,1.965,0,1.77,0.86,0.88,1.665,1.58,1.045,1.615,1.635,1.86,2.125,0,0.565,1.205
chr20,2803916,2807421,3506,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011810,15095,None,None,None,947,CATG00000052273.1,lv2_permissive,nonCoding,NA,NA,NA,10,1.96,2.36,0,2.275,3.53,2.25,4.165,2.18,4.69,0,1.91,3.185,2.715,0,0,0,2.88,4.89,3.59,1.82,1.75,6.83,7.985,6.29,1.355,0,0,0,2.75,0,0.945,0,0,0,0,0.94,1.595,1.01,2.375,1.37,1.365,1.015
chr20,3220303,3229778,9476,+,FALSE,TRUE,ENSG00000088836,SLC4A11,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011813,-466,Divergent,None,None,41,CATG00000052299.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_1227_neutropenia[1.00E-09],0.833333333,2,4.45,4.505,5.715,6.495,5.905,5.765,5.165,5.19,5.645,2.55,3.365,4.83,4.25,3.685,4.585,4.77,6.68,4.08,3.62,4.55,3.41,5.27,5.92,6.29,2.03,1.855,1.955,1.755,0,1.04,0.5,0.515,0.515,0,0,0.495,1,0,1.055,0.815,0.515,0
chr20,3748790,3753094,4305,+,FALSE,TRUE,ENSG00000101220,C20orf27,TRUE,ENSG00000101220,C20orf27,FALSE,None,None,FALSE,None,None,Anti011814,243,Convergent,None,None,206,CATG00000052311.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,0.666666667,2,3.375,3.66,4.27,5.58,4.38,4.305,2.64,1.955,3.11,2.525,3.51,4.32,2.22,2.83,0.925,0,3.13,0,2.46,0,0,7.56,7.2,8.27,0,0,0.925,1.855,0,0,0,0,0,0,0,0,0,0.9,0,0,0,1.285
chr20,5100572,5107431,6860,+,FALSE,TRUE,ENSG00000132646,PCNA,TRUE,ENSG00000132646,PCNA,FALSE,None,None,FALSE,None,None,Anti011820,99,Convergent,NONHSAT078302.2,lnc-CDS2-2,247,CATG00000052369.1,lv4_stringent,nonCoding,lncRNA_divergent,__na,-0.785714286,10,3.045,3.3,3.83,3.7,3.66,4.205,4.195,4.905,5.395,2.765,3.88,4.665,5.28,5.595,4.245,5.87,3.63,2.22,2.74,3.13,4.06,13.89,15.37,14.37,0.64,0,0,0,1.3,2.77,0.625,0,0,0.705,0,0,0,0,0.635,0.645,0,0.68
chr20,5591965,5594248,2284,+,FALSE,TRUE,ENSG00000125772,GPCPD1,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011822,-292,Divergent,None,None,29469,CATG00000052389.1,lv2_permissive,nonCoding,NA,NA,-0.857142857,5,1.635,0,1.195,3.47,3.225,2.41,4.34,4.58,3.79,1.3,3.335,5.17,6.04,6.945,0,0,0,0,2.39,5.17,3.57,0,0,6.29,0,0,1.715,0,2.43,3.82,0,0,0,0,0,0,0,0,1.195,0,0,0
chr20,9048550,9049409,860,+,FALSE,TRUE,ENSG00000252819,AL121898.1,FALSE,None,None,TRUE,ENSG00000101333,PLCB4,FALSE,None,None,Anti011826,-994,Divergent,None,None,6,ENSG00000101333.12,lv4_stringent,coding,coding_mRNA,GWAS_DOID_526_Human_immunodeficiency_virus_infectious_disease[3.00E-10],NA,7,6.705,6.73,5.97,3.575,1.805,1.795,0,3.47,3.435,6.765,7.825,6.085,4.26,0,0,0,6.3,7.05,5.84,6.7,6.1,0,0,0,0,0,3.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr20,10655685,10733737,78053,+,FALSE,TRUE,ENSG00000101384,JAG1,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000270792,RP11-103J8.1,Anti011829,-990,Divergent,NONHSAT078602.2,None,524,CATG00000052549.1,lv3_robust,nonCoding,lncRNA_divergent,__na,-0.095238095,1,4.19,4.37,4.255,4.165,4.215,4.16,3.85,4.32,4.98,3.06,4.32,3.89,3.865,4.41,1.02,1.105,3.17,2.13,1.17,2.76,2.21,5.27,6.21,5.31,0.64,0.165,0.095,0,0.93,0.92,0.57,0.585,0.735,0.37,0.94,0.705,0.44,0.925,0.5,0.53,0.575,0.49
chr20,13200885,13202417,1533,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011832,-145924,None,NONHSAT078681.2,lnc-ISM1-1,9,ENSG00000101230.5,lv4_stringent,coding,coding_mRNA,GWAS_EFO_0000685_response_to_drug[3.23E-06],NA,6,1.48,2.8,1.44,4.96,5.625,5.285,4.115,4.75,2.855,0,0,4.005,3.94,2.22,0,4.18,9.06,9.06,7.37,7.54,9.28,9.04,9.735,8.97,0,0,1.525,0,0,0,0,0,0,0,0,0,0,1.51,0,0,1.455,0
chr20,17855141,17857373,2233,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011837,13662,None,None,None,279,CATG00000052770.1,lv2_permissive,nonCoding,lncRNA_intergenic,GWAS_DOID_1936_atherosclerosis[6.00E-09],NA,6,2.905,4.45,5.18,4.46,4.715,5.14,5.08,4.805,5.05,7.25,7.315,7.74,6.985,7.705,0,1.605,2.58,0,0,3.16,3.99,6.25,0,0,0,0,0,0,6.19,5.51,0,0,0,0,0,0,0,0,0,0,0,0
chr20,18774742,18775172,431,+,FALSE,TRUE,ENSG00000179935,LINC00652,TRUE,ENSG00000179935,LINC00652,TRUE,ENSG00000273148,RP5-1068E13.7,FALSE,None,None,Anti011846,-104,Divergent,NONHSAT188512.1,lnc-C20orf79-1,19,ENSG00000273148.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,-0.521380235,7,6.73,5.585,6.175,5.28,2.745,4.48,0,0,2.205,5.765,6.375,2.89,5.71,2.35,0,2.24,7.51,6.88,8.08,7.95,6.86,7.24,2.79,6.29,2.28,0,0,0,0,5.56,0,2.285,2.285,2.39,5.23,4.505,0,2.36,5.595,5.36,0,2.34
chr20,21106685,21144538,37854,+,FALSE,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000088970,PLK1S1,FALSE,None,None,Anti011851,13029,None,NONHSAT147157.2,lnc-XRN2-2,5,ENSG00000088970.11,lv4_stringent,coding,lncRNA_intergenic,GWAS_HP_0002725_Systemic_lupus_erythematosus[5.00E-06],NA,4,5.085,5.51,5.18,5.175,4.765,4.265,3.53,3.535,3.42,5.71,6.52,6.09,5.52,4.485,3.99,3.2,8.31,6.61,7.39,6.49,6.62,5.27,0,5.31,3.935,3.585,2.3,1.99,5.92,5.74,4.4,4.83,4.065,4.46,4.24,4.575,4.16,4.205,3.885,4.625,4.505,4.39
chr20,24973330,24977539,4210,+,FALSE,TRUE,ENSG00000101474,APMAP,TRUE,ENSG00000101474,APMAP,FALSE,None,None,FALSE,None,None,Anti011855,29,Convergent,None,None,211,ENSG00000077984.4,lv4_stringent,nonCoding,coding_mRNA,GWAS_DOID_8986_narcolepsy[1.28E-31],0.880952381,1,3.685,4.02,3.54,4.61,3.295,3.425,2.855,2.775,3.205,3.39,4.455,4.91,3.455,2.65,2.87,3.65,0,0,0,1.63,0,13.15,14.73,13.63,0,0,0,0,3.03,2.52,0,0,0,0.945,0.835,0,0.855,0,0,0,0,0.915
chr20,25604626,25635814,31189,+,FALSE,TRUE,ENSG00000170191,NANP,TRUE,ENSG00000170191,NANP,FALSE,None,None,TRUE,ENSG00000213742,ZNF337-AS1,Anti011857,184,Convergent,None,None,57,ENSG00000213742.2,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_409_liver_disease[7.00E-10],0.952380952,4,5.265,5.39,5.03,4.875,4.43,4.335,3.815,4.21,4.425,4.455,5.19,4.6,4.515,4.105,3.65,2.665,6.57,4.29,3.61,4.03,2.94,9.48,11.865,10.31,2.245,1.7,0.44,0.22,4.41,3.91,3.165,3.195,2.775,2.53,3.07,3.46,2.735,2.42,3.545,3.31,3.46,2.15
chr20,25990478,25999467,8990,+,FALSE,TRUE,ENSG00000231081,RP4-760C5.3,TRUE,ENSG00000231081,RP4-760C5.3,FALSE,None,None,FALSE,None,None,Anti011858,688,Convergent,NONHSAT188627.1,lnc-FAM182A-6,0,CATG00000052963.1,lv4_stringent,nonCoding,lncRNA_intergenic,__na,-0.08247861,7,6.56,7.105,6.215,5.655,5.125,3.94,3.335,3.085,1.74,5.785,6.395,5.3,2.945,1.66,0.865,1.525,7.39,4.26,5.39,4.56,4.59,7.56,10.15,9.52,1.875,1.085,0,1.49,4.8,5.1,3.145,3.35,3.315,2.21,2.515,2.845,2.895,3.24,3.605,2.915,2.85,3.04
chr20,29803936,29845466,41531,+,FALSE,FALSE,None,None,FALSE,None,None,FALSE,None,None,FALSE,None,None,Anti011861,70701,None,None,None,29772,CATG00000052984.1,lv1_raw,nonCoding,NA,NA,NA,5,0.315,0,0,0.61,1.77,2.44,2.25,3.815,4.695,0.32,0.505,0.615,1.06,1.8,0.405,0.515,0.85,0.93,6.32,5.39,2.43,0,0,0,0,0.155,0.735,0.175,0,0,0,0,0.39,2.165,0.14,0,0.62,1.5,0,0,0.635,1.955
chr20,33543058,33563205,20148,+,FALSE,TRUE,ENSG00000100983,GSS,TRUE,ENSG00000100983,GSS,FALSE,None,None,FALSE,None,None,Anti011879,561,Convergent,None,None,580,CATG00000053087.1,lv4_stringent,nonCoding,lncRNA_divergent,GWAS_DOID_3756_protein_C_deficiency[2.68E-203],-0.880952381,9,1.46,1,1.655,2.95,4.14,4.74,4.735,5.675,6.365,0.88,1.855,4.14,4.825,5.195,3.425,3.695,2.29,1.8,1.55,0.53,1.61,11.83,12.165,11.94,0.285,0,0.705,1.25,1,0.99,0.28,0,0,0.87,0.265,0,0.28,0.525,0,0,0,0.525
chr20,33872795,33876703,3909,+,FALSE,TRUE,ENSG00000242372,EIF6,FALSE,None,None,FALSE,None,None,TRUE,ENSG00000235214,FAM83C-AS1,Anti011880,-6,Divergent,NONHSAT188682.1,None,40,ENSG00000235214.1,lv3_robust,nonCoding,lncRNA_divergent,GWAS_DOID_3756_protein_C_deficiency[1.50E-38],0.380952381,8,5.57,4.43,5.205,4.465,4.07,3.845,2.565,3.115,4.63,4.745,5.195,4.58,3.425,2.69,8.645,10.315,3.26,2.07,2.58,3.62,3.25,0,6.415,0,0.9,0,3.565,2.615,4.43,3.48,3.43,2.595,0,3.66,3.505,3.22,2.995,2.57,2.69,0.91,2.805,0.95
chr20,34319879,34322054,2176,+,FALSE,TRUE,ENSG00000131051,RBM39,TRUE,ENSG00000131051,RBM39,FALSE,None,None,FALSE,None,None,Anti011884,848,Convergent,None,None,7016,CATG00000053107.1,lv4_stringent,coding,coding_mRNA,GWAS_DOID_1240_leukemia[1.22E-18],0.785714286,8,6.24,5.76,5.945,5.525,4.5,4.315,3.505,4.85,3.74,5.625,6.045,5.265,5.04,4.655,9.18,8.47,0,0,2.45,0,0,12.93,13.075,12.99,8.595,8.77,7.36,6.84,6.47,5.23,4.495,3.165,5.425,4.45,5.4,5.23,5.96,5.88,2.995,5.71,5.8,5.815
chr20,34329397,34334643,5247,+,FALSE,TRUE,ENSG00000131051,RBM39,TRUE,ENSG00000131051,RBM39,FALSE,None,None,FALSE,None,None,Anti011885,122,Convergent,None,None,1144,ENSG00000225357.3,lv4_stringent,nonCoding,pseudogene,GWAS_DOID_3756_protein_C_deficiency[3.92E-45],-0.904761905,10,4.615,4.99,5.41,4.975,5.73,5.81,5.805,6.2,6.765,3.965,5.76,6.945,6.875,7.195,7.245,7.325,4.33,1.76,3.8,3.86,4.07,12.91,13.255,13.01,6.115,6.69,5.395,5.14,5.77,5.76,2.095,2.495,1.525,2.465,2.805,2.87,1.105,1.99,3.135,2.315,1.9,0.805
chr20,35490271,35500144,9874,+,FALSE,FALSE,None,None,TRUE,ENSG00000149639,SOGA1,FALSE,None,None,FALSE,None,None,Anti011892,1817,Convergent,None,None,1940,CATG00000053136.1,lv2_permissive,nonCoding,NA,NA,0,6,1.69,2.48,2.93,4.88,4.755,4.97,4.075,4.005,4.035,0,3.8,5.095,4.05,3.81,3.51,3.765,1.7,1.18,1.57,2.46,4.01,13.09,14.87,14.03,0.495,1.515,1.4,1.405,2.6,2.01,0.49,1,0.5,0.555,0,0.48,0.775,0.53,0.495,0,0.5,1.21
